userName,score,at,content
bejo scene corner,1,2023-03-25 10:15:33,"bug nih.. saya mau bayar pakai gopay di alfamart dan indomaret yang mwngharuskan pakai barcode di aplikasi, tapi begitu saya masukin pin nya barcode keluar tapi timer barcode nya cuma 3 detik doang, jadinya hangus terus kode nya.. sudah du uninstal dan instal lagi tetep aja begitu terus... jadi ga bisa lagi bayar pake barcode.. tapi kalau kita yang scan barcode misl bayar di mcd masih bisa..."
Yahya Josh,1,2023-03-25 10:15:31,Bad bad bad bad
safwan rawie,5,2023-03-25 10:13:09,Sangat membantu sekali
Akhyar 01,1,2023-03-25 10:12:37,mau transfer 3 kali berturut-turut kaga bisa tulisanya terlalu bnayak verifikasi terus klo mau transaksi banyak gimana?
Trio Moejiono,5,2023-03-25 10:09:37,Makin kesini makin parah nech gojek. Bukannya memudahkan aktif di setiap hp malah makin payah ...............
Fadilah Fadilah,1,2023-03-25 10:07:22,Upgrade nya menyulitkan kami
Ahmad Kiki,5,2023-03-25 10:05:57,Mantul
Hikmatul Khoiroh,5,2023-03-25 10:02:46,puas pake aplikasi ini
dive bae,5,2023-03-25 10:01:32,Driver disuruh kerja rodi
Anisa Azzahra,5,2023-03-25 09:56:30,"Pen di anter make yang moge""gtu biar mantep wkwk pelayanan nya juga cepat abang nya ramah"""
Anom Satrio Wibowo,1,2023-03-25 09:39:13,Aplikasi jelek
Kuncung Putih,1,2023-03-25 09:37:01,gopay plus mendadak jadi gopay biasa aturan dari mana itu aneh katanya foto ktp nya gak sesuai aneh. kamu gak tahu ya sulitnya jadi gopy plus foto 100x pun belum tentu berhasil ...🤦‍♂️
Derajat Ajat,4,2023-03-25 09:02:44,Aplikasi ok
K e v i n これ,1,2023-03-25 08:58:12,"Mau daftar pake no HP gak bisa, maunya apa coba 😂"
Ridwan Momo,5,2023-03-25 08:45:10,Gojek yg terbaik....
Asdilla dilla,5,2023-03-25 08:30:26,Tolong buat gojek... Kasih oderan ke driver atas nama YUDI SAPUTRA... Ane 0 udah 2 bulan oderann anyepp(mksh)
adolfs basthian,5,2023-03-25 08:26:48,Mantaplah... 👍👍👍
Bertus Habeahan,5,2023-03-25 08:12:23,Mantap menjadi lebih baik
Tri Untung Rahayu Slamet,5,2023-03-25 07:55:28,Ok
Abdul Fatah,5,2023-03-25 07:55:20,Mantap
Ahmad Yani,5,2023-03-25 07:45:59,Good
lala syaqilaa,5,2023-03-25 07:37:00,Good
Danny Subhi Kurnia,5,2023-03-25 07:36:57,bangke gojek !!!akun drivwr gw bener bener di anggep curut dalem got!
Exotic Cats,1,2023-03-25 07:18:38,Driver sampai gonta ganti berkali kali alhasil jarak 2km harus nunggu sampai berjam jam.posisi saya sedang sakit..maksudnya klo gakbisa optimal ya mending tolak saja pesananannya.atau alihkan utk berbelanja lagsung lewat cara manual
Ikhsan hasanudin,5,2023-03-25 07:06:00,Orderan mana
Herry tan Herry,5,2023-03-25 07:03:08,Perbaiki terus.apk ny.....semangat
Candra Setiawan,5,2023-03-25 06:20:37,Ok
Abdul Kholil,1,2023-03-25 05:55:16,"Ribet bikin susah orang susah,tiba2 gopay ku ga plus lagi,hasil narik duitnya ga bisa ditransfer ke rekening lain, sedang kan saya ga punya rekening,emang narik gojek saya ga butuh makan atau isi bensin?"
Zulkifli Basyar,1,2023-03-25 05:47:59,"tau tau gopay plus saya di downgrade tanpa ada nya peringatan serta alasan yang jelas dari pihak gojek, saya ke menu bantuan pun gak ada jawaban, maaf saya pakai gopay plus itu sudah hampir 3 tahun selama ini fine fine aja setelah saya isi saldo sebanyak 700rb kok tau tau di downgrade, tolong untuk respon nya pihak gojek dan saya mau tau alasan yang jelas kenapa nya,"
Lepi Anggraini,1,2023-03-25 05:40:31,"Jelek bgt pelayanan nya gojeg,nunggu bermenit2 Ampe setengah jam malah dicancel sma driver nya,udah tau lagi ngejer kereta,mending uninstall aja ga guna bukan nya bikin cpt malah bikin kesel doank"
Photo copy Amri,5,2023-03-25 05:24:55,Ok
Uli Maria,5,2023-03-25 05:23:41,👍
Rahmat 35,5,2023-03-25 04:56:11,mantap
Widia Widiawati,5,2023-03-25 04:44:10,Tap
HOROR STUDIO,4,2023-03-25 04:21:02,Ini saldo gopay saya ko tiba2 ilang i i gimana nih mau laporan susah gabisa chat admin !! Tolong di bantu
agus fisah,3,2023-03-25 04:18:44,"Sering dapat driver yg potonya beda di aplikasi,,, pernah sekali² nanya ternyata mereka verifikasi wajah tuh tiap hari ke yg punya akun,, mestinya tiap kali order harus verifikasi"
Dzaky Atallah,5,2023-03-25 04:18:21,Ok banget bosku...
Janda Semok,1,2023-03-25 04:17:07,"Pelayanan buruk mengecewakan. Udah lama hampir 4 tahun masuk jadi gopay plus, masa tiba2 jadi gopay biasa lagi. Katanya data id nya tidak sesuai dengan ketentuan gojek. Makin kesini makin gak nyaman peraturan dan pelayanannya, mending pindah kesebelah gak banyak neko2 gak ribet."
Wiyan To,5,2023-03-25 04:16:29,Ys
ALI UDING SLEBEWW,1,2023-03-25 04:10:23,Percuma sekarang dapet cashback coins gk bisa di pake pembyaran ataupun pemotong harga pembayaran 😑😑
Padlur Rahman,5,2023-03-25 03:54:17,Cepat dan hemat banyak promo serta diskonnya. thanks smg tetap jaya slalu go food.. 👍😊
Fujihartono Tono,1,2023-03-25 03:51:49,Udah 4 tahun lebih jadi gopay plus eh malah di balikin jadi gopay biasa.. Konyol..
Yayan Sofyan,4,2023-03-25 03:51:18,tepat waktu dgn tarif standar
munginah siti,5,2023-03-25 03:43:24,Goood
Nilu Siki Ayu,1,2023-03-25 03:36:37,"Biaya tambahan ketika pesan gofood itu sudah keterlaluan sih. Biaya bungkus,biaya aplikasi dan biaya lain nya. Saya yakin kalian ini gak akan lama lagi pasti tumbang. Hapus biaya yg gak guna."
Al Ihsan,1,2023-03-25 03:36:33,Gopay pointnya sudah g bisa tuker pulsa yaa..dah lah unistall aja
Ginar Sih,5,2023-03-25 03:25:28,Good
Lee Cak,1,2023-03-25 03:16:18,"Aplikasi yang aneh,sudah gopayplus dan sering bertranskasi tiba tiba jadi gopay biasa.pantes aja semakin tertinggal dari aplikasi lain"
Aries Ganteng,1,2023-03-25 03:03:15,"Saya pesan dr SBY ke Banyuwangi kenapa gak bisa , TOLONG DONG GOJEK AGAR ORDER UNTUK JARAK JAUH SUPAYA BISA BILA PERLU ANTAR PROPINSI AGAR MUDIK SEMAKIN MUDAH PAKE GOCAR"
Muhamad ipank Eldiansyah,1,2023-03-25 02:55:43,"Sampe skrg saldo saya blm kembali top up data 5gb 5hari.., Di sruh hubugin ke pihak merchen m3, Kata nya, transaksi gagal..,dan saldo sudah di kembalikan ke pihak gopay, tp pas saya cek gk ada.., d suruh kirim ss bukti merchen udh saya kirim bukti dari merchen transaksi gagal., ttp aja blm masuk.., haduh pusing sya.., 15400 klo di x 10 org ngalamin hal kaya saya brapa duit jd nya..,"
Rian Aripin,5,2023-03-25 02:54:28,Mana paylaterrrrrrr
Muhammad Mahfudz,1,2023-03-25 02:19:00,"Loading transfer lamaaaaa sekali, sangat tidak memuaskan"
NOV4. BET,5,2023-03-25 02:16:46,Bagus
edi irawan,1,2023-03-25 02:15:46,Sistemnya parahnya
Meira Nur Fadilah,5,2023-03-25 02:13:47,Goride mehong bgt:( dah emg pling mending d pke klo mendesak aja😉
Hikmat Tullah,5,2023-03-25 02:12:53,Sangat mudah pake gojek
Rosnani 122,5,2023-03-25 02:00:07,Good
Amonese,5,2023-03-25 01:55:34,Danke gojek
Rizky cahaya airlangga,5,2023-03-25 01:50:30,Suka n cpt bgt n gk ribet
Achmad Basri,5,2023-03-25 01:50:03,Saya ingin mendaftar kembali boleh gak ya.tolong di jawab ya
Gunawan Gugugn,5,2023-03-25 01:29:14,Sanggat bagus
adi burhan,1,2023-03-25 01:14:09,0000000000⁰
Ryan Nur Falah,1,2023-03-25 01:03:17,Kenapa layanan tarik tunai skrg gaada?
Saut Maruli Sitompul,5,2023-03-25 00:51:58,Ia ya ya
ARIS FAUZAN,5,2023-03-25 00:24:37,"Tolong donk di bantu mau upgrade ke gopay plus, susah ribet nya gak berhasil terus, udah photo ktp dan selfi gagal terus.."
Junaedi Harlino,5,2023-03-24 23:55:57,hallo gojek iya nih si paling sibuk jam 7 hrs otw😁 untung ada gojek yg selalu setia antar jemput aku thanks you❤️
Rian Affandi,3,2023-03-24 23:46:37,Kecewa fitur tarik tunai dihapuskan
Norman Martin,3,2023-03-24 23:24:06,Biaya admin dan layanan untuk Gopaypinjamnya lumayan tinggi.
Heriyanto Heriyanto,1,2023-03-24 23:06:22,ini permainan jaman PKI
Muhammad Lutfi Hardianto,5,2023-03-24 23:02:21,Mantab
Dian ronicolas sarumpaet Sarumpaet,1,2023-03-24 22:39:23,terlalu lama cari driver nya sehingga keburu lapar
Syahral Lujap,5,2023-03-24 22:36:43,Jasamu tiada terhingga
Wini MH,5,2023-03-24 22:29:01,Mantap
Didik Pulo,4,2023-03-24 22:27:51,Bagus
cumi cumi,4,2023-03-24 22:24:53,Saya mau tarik tunai hari ini kok di explorer ga ada menu tarik tunai bca ? tolong dong... ini sudah update & upgrade..
Emir Saleh,1,2023-03-24 22:14:14,"Klo buka aplikasi customer gofood, kok daftar menu diresto kami bisa hilang ya.. patesan hari ini kok anyep banget.. Sdh telpon ke CS hanya disuruh update aplikasi, sdh dilakukan update gobiz dan gojek tp tetep daftar menu diresto kami ngga muncul"
jodi setiawan,1,2023-03-24 22:13:13,aplikasi mengecewakan...gopay saya di blockir sudah minta bantuan jawaban admin ada transaksi janggal...aneh..nomor ya nomor saya..akun ya akun saya...kok janggal..sangat sangat amat mengecewakan.
robi yansah ucil,5,2023-03-24 22:06:01,sangat puas
Harma Jasmine,1,2023-03-24 21:58:08,"Apk macam apa ini?,skrg kok map fav saya ilang sih? Lalu makin ribet tau gak,sampe² sy nyasar gara² map fav sy ilang,sy mohon diperbaiki lagi!"
Rheka Saputra,5,2023-03-24 21:57:24,Mantab
Abyan Mahya,5,2023-03-24 21:46:37,Inpokan
M.bobby Vernando,3,2023-03-24 21:42:00,"Kok saya ga dpt orderan skor turun terus,gimana kit ini bukan pemain bola pakai skor segala macam."
Yos Mada,5,2023-03-24 21:38:52,"Gojek banyak layanan nya sekarang, banyak kebutuhan pokok dan sekunder yang bisa di pesan di Gojek. Mantap dan maju terus Gojek. Kami suka produk Indonesia"
Zein Acan,5,2023-03-24 21:26:02,"Paling sering order,,,tapi sayang makin lama makin mahal... Jadi mulai berkurang ordernya"
Ghimar Fadgham,5,2023-03-24 21:21:03,sangat bagus
Jesika Putri,5,2023-03-24 21:10:11,Kenapa ongkir nya berubah-ubah dalam hitungan menit? Awalnya ongkir 19.000 beberapa menit kemudian jadi 13.000.
Andi Tenri,5,2023-03-24 20:56:39,Membantu sy banget ut jualan online.. Terima Kasih aplikasi gojek.. Baarakallahu
Kokom Komalasari,5,2023-03-24 20:54:40,Baik ...
Paulina Julianti manullang,5,2023-03-24 20:26:18,Sangat membantu
Harits A.M,1,2023-03-24 20:24:07,"Berapa lama si bantuan layanan penipuan?baru 2 jam lalu lho transaksi nya,dibalikin harusnya bisa dong,kenapa prosesnya lama bangetttttttt,saya butuh banget taukkk uang ituuuuu"
Tian Wisnu Putra (Wisnu),1,2023-03-24 20:24:02,Kasihan Driver potongan terlalu besar 50% dan Driver juga manusia biasa yang punya anak dan istri.
David Wijaya,5,2023-03-24 20:18:18,Mantap 👍👍
vira kurniala,5,2023-03-24 20:16:50,Good lah...
Novia Rahma Astuti,5,2023-03-24 20:14:38,Helpfull txs
sri utaminingsih,5,2023-03-24 20:01:23,Mantap teman2 gojek...Aman dan Tenang.
Riki Syahputra,1,2023-03-24 20:00:44,Lbih bgus gojek jual voucher langganan ntuk listrik dan bpjs Voucher langganan yg skrng krng berguna
Aditya01 GAMING,1,2023-03-24 19:55:36,Gk enak
oh baby,5,2023-03-24 19:54:44,driver nya ramah
Arfa Rasqi,5,2023-03-24 19:53:46,Nice
Rici Masder,5,2023-03-24 19:48:48,Bagus banget ..senang kali pake aplikasi nya mudah Aman dan sigap..🥰🥰
Mbott Justmine,5,2023-03-24 19:42:13,Sangat membantu usahaku
sunar jaya,5,2023-03-24 19:40:38,Sangat membantu saat butuh perjalanan pada saat jalana macet
Muichiro Tokito,4,2023-03-24 19:39:27,Semua aman tapi waktu saya top up 25.000 kok gak masuk di gopay nya?
SANG MADE MAHAPUTRA,5,2023-03-24 19:36:44,Good
Yanto,5,2023-03-24 19:35:04,Thank you Gojek.
Tri Yana,1,2023-03-24 19:33:14,Lah gimna antara masuk dengan daftar baru ko sama ajah mentok di email..email telah terdaftar terus kenapa ga di permudah klik masuk Nomer telpon atau email terdaftar Ga usah panjang lebar ujung2 y ga bisa masuk Berulang2 kali Ya sudah last alternate uninstal ganti ke grab 🙏🙏 perbaiki dulu cara masuknya atau login
Alluqin Hatof,1,2023-03-24 19:30:21,"Buruk, setelah update susah connect padahal sinyal penuh, buka grab juga lancar2 aja. Terus pilihan menu tarik tunai hilang."
Riki Richard,5,2023-03-24 19:25:32,Selalu bisa di andalkan saat bepergian
Welch Vineyard,4,2023-03-24 19:24:21,"Ada kan fiture block driver dong, jangan nunggu admin, admin mah lama responnya baru 1-2bulan bales chat nya😂🤣"
Gibran Taufan,1,2023-03-24 19:19:00,Good
Ayub Fix,5,2023-03-24 19:13:38,ok
danis satria,5,2023-03-24 19:02:07,"Tetap setia dari awal muncul di playstore sampai sekarang,.udah lebih dari 7 tahun saya pakai aplikasi gojek..karena sangat membantu buat antar jemput anak, ibu mertua, maupun pribadi. Tolong kalo bisa untuk drivernya dikasih bonus,.karena sangat membantu."
Muhammad Ramdhani,1,2023-03-24 19:01:15,Oderannya kemana .....sdh naik versi masih sama aja
Tsuba Lee Family,5,2023-03-24 18:41:13,Josss
Jonathan Gunawan,1,2023-03-24 18:09:36,hati hati kalo beli gofood ada 2 pilihan ongkir reguler dan hemat. Kalo pilih yg hemat lebih murah tapi bakal dilama-lamain cari drivernya. Padahal di sekitar resto banyak driver gojek yang nunggu orderan di sana tapi ongkir hemat selalu lama dapat driver.
Zara Saputri,2,2023-03-24 18:06:01,"Admin Gopay Tolong Kerja sama nya, saya kehilangan Nomor HP Dan saya mau Menganti dengan nomor tlpon yang baru respon Via Email nya lama bener respon nyaa Tolong di Bantu percepat Respon Via Email nya,"
Pak reski Riska,2,2023-03-24 18:04:01,Kenapa akun saya dikunci/diblokir dan saya tidak melakukan apapun mohon balasannya pihak gopay 😭
Astro,1,2023-03-24 18:03:44,pelit voucher
Agus Salim,5,2023-03-24 18:02:44,Sangat membantu.
BL4cK _ID,5,2023-03-24 17:56:15,💋💋💋💋
cahyana id,1,2023-03-24 17:42:03,susah bener mau upgrade gopay+ lagi karena pernah terdaftar di akun dulu yg gak pernah kepake. pas mau upgrade ditolak karena id pernah di gunakan pas minta bantuan upgrade di id yg pernah dipakai malah ditolak karena tidak sesuai ketentuan. gak jelas banget ni aplikasi mana csnya bot semua gk guna
Mugiwara Senju,1,2023-03-24 17:35:54,"Ongkir makin mahal. Driver banyak tapi susah nyari driver, buat yg keburu waktu jadi sangat dirugikan. Mending pakai aplikasi sebelah ya banyak promo. Uninstall gojek. Byee"
RADEN MARTIN ADITYA PRATAMA,2,2023-03-24 17:35:30,"Sebelum memberi penilaian kali ini, apresiasi penuh saya berikan kepada gojek atas semua produk layanan, kali ini saya ingin menilai buntunya situasi saat driver tidak berkenan layani pesanan gofood entah dikarenakan kendala teknis apapun, tetapi pelanggan sudah menunggu dan hanya mengetahui pesanan terlambat karena kendala dll."
Oki Yulianto,5,2023-03-24 17:33:57,Ok
Awan Gumilang H (cloud),1,2023-03-24 17:24:48,"Saran untuk perbaikan aplikasi ke depannya yaitu untuk segi jaringan tolong diperbaiki lagi ,supaya pengguna setia gojek bisa lancar bertransaksi apapun itu melalui aplikasi ini, dan semoga kedepannya gojek bisa berbenah lebih baik dalam hal apapun,sekian..."
Eko cahyop,5,2023-03-24 17:06:15,Sahabat ketika laper
RIswanda Wanda,1,2023-03-24 16:57:29,"ga ngotak mahalnya mau goofood Makanan ongkirnya 2kali lipat ngeri, apliksi taikkk"
Siti Masitoh,5,2023-03-24 16:38:10,"Boleh lah, memudahkan urusan 😁"
Setia Juna,5,2023-03-24 16:26:27,Mantap
david leonardo,1,2023-03-24 16:24:22,Harga BBM sudah naik 2X harga2 naik semua tapi tarif tetap 3rb/km
Aulia Salsabila Fasa,5,2023-03-24 16:21:05,sangat helpful!!
Rahmat Wibowo,5,2023-03-24 16:16:01,Saya sangat senang dan nyaman pakai gojek..karna pelayanannya/penjemputannya cepat dan tepat tujuan
Fari Nursekha,1,2023-03-24 16:08:47,Ongkosnya mahal
Afu Jasmin,5,2023-03-24 15:57:41,Ok bgt sih ni aplikasi sangat membantu ke dua belah pihak antara driver n customer semoga kedepannya semakin Luarrr Biasaaa
Nico Christian,5,2023-03-24 15:56:25,sangat bagus
Azka Sinatrya,5,2023-03-24 15:54:46,Aplikasi Keren
kuga net,5,2023-03-24 15:52:07,Mantap nih
Kanaya Family Vlog,3,2023-03-24 15:44:46,Loading Update kok lama sekali Ya
widi sofyandi,4,2023-03-24 15:39:58,Tops pokoke..👍😁
Casmita Nugraha,5,2023-03-24 15:36:48,Good
Ismi Harum,5,2023-03-24 15:33:52,ok banget
Ahmad,5,2023-03-24 15:33:09,Sangat membantu
Edi Yanto,5,2023-03-24 15:31:25,Mantap pokoknya
Angga pradita,5,2023-03-24 15:10:56,Sangat membantu
Herman Liu,1,2023-03-24 15:10:24,"Aplikasinya terlalu Lemot meskipun sinyal internet sudah sangat bagus, dan saat mau verifikasi daftar akun juga sulit aksesnya"
Alipp Alfiantto,1,2023-03-24 15:09:54,tidak recommended makanan mau di bawa kabur byr pke gopay
like me,1,2023-03-24 15:09:25,Driver terlalu jauh
Fuad Hadi Woyla,5,2023-03-24 15:06:54,bagus
M. Pradani Nur Rohim,5,2023-03-24 15:06:49,Perfect
Efry Martya jr,1,2023-03-24 15:06:02,Gojek bangkruttttttttt
Luqcha lifestyle,1,2023-03-24 15:04:04,"MAHAL NYA BIAYA LAYANAN,, GAK GUNA.. CEPET BANGKRUT DAH DOA TERBAIK"
Mas Imam,2,2023-03-24 14:57:03,.m
New Phone,3,2023-03-24 14:56:36,Ya yg 5c viii
Richard W Kakiailatu,5,2023-03-24 14:54:32,Salam 1 aspal Masbrooo
Solihin Sahdan,1,2023-03-24 14:47:43,Driver banyak malah dapet yg jauh
mazz hamid13,1,2023-03-24 14:46:08,Tolong kenapa setelah update gak bisa transfer dan tarik uang di BCA?
Kalsum 97,5,2023-03-24 14:22:52,gojek luar biasa .
Royan Maulana,3,2023-03-24 14:03:58,Sekarang kok ga bisa tarik tunai lagi ya?
Ifnulkumala Kumala,5,2023-03-24 14:03:30,Oke kali
achmad zakaria,1,2023-03-24 13:59:03,"Biaya layanan dan biaya aplikasi apus, mending driver kebagian persenannya. Potongan mitra masih 20%, astaghfirullah."
Andi Nn,2,2023-03-24 13:51:27,"Tolong dong kontak gojek yg bisa di hubungi, saya lupa pin saya udh saya ganti tetep di anggap salah pin gopay nya, bagaimana ya tolong"
asep saripudin,5,2023-03-24 13:44:08,Cukup memudahkan perjalanan.
taufik tba,3,2023-03-24 13:40:49,Very good ...
Dnl Sftr,5,2023-03-24 13:08:52,Okay
Rahmat Domes,3,2023-03-24 13:05:36,Kenapa di gopay saya menu nya tidak ada tarik tunai nya ya
NGURAH SATRIA M.P.E,5,2023-03-24 12:58:40,bagusss
Bannyra Ismail Basuki,5,2023-03-24 12:56:00,Good
Jennifer Hendra,1,2023-03-24 12:52:17,"Dear gojek, kalo restoran atau abang gojek yg chat itu tolong di kasih notif, jadi pembeli itu ngak di bikin bingung kalo pesen ny ada kendala, emg kito kalo lagi kerja pasti buka gojek terus ? Notif ngak ada, trs chat ny juga delay mesti keluar masuk ckckckckck parah"
Mahkota Berlian,1,2023-03-24 12:44:27,"Ayoo adakan lagi go massage,, penting ituu"
beng hazi,5,2023-03-24 12:44:15,Mantulĺll bos
PANTA'X BORNEO88,5,2023-03-24 12:43:51,Ongkir selalu jadi pertimbangan
NUR MAN,5,2023-03-24 12:33:06,Perjalanan jadi mudah
Cece Ahmad,3,2023-03-24 12:30:13,. .
Supri Yono,5,2023-03-24 12:30:05,Best
Riyatno 108,4,2023-03-24 12:29:38,Mantul
AZA Man,5,2023-03-24 12:28:38,Nice
Tria Ade Sanjaya 29,1,2023-03-24 12:26:43,"sinyal lancar, notif pembayaran berhasil. saldo berkurang namun tidak masuk sama sekali topupnya."
Rikky Andreas,5,2023-03-24 12:26:15,Senang dapat membantu saya
Arby Budiman,5,2023-03-24 12:12:09,Pokonamah gojek top markotop👍👍👍👍
Zahrul Ardani,5,2023-03-24 12:08:30,Terbaik di Indonesia
mala s,1,2023-03-24 12:02:14,tolong pelayanan nya diperbaiki. setiap kali belanja di gomart selalu ada pengurangan item. harusnya kalo stok tidak ready ya gausah di ready kan
Nayyara Faiha,4,2023-03-24 11:57:47,Di fitur explore knapa jadi gk ada tarik tunai
Andik Walet,4,2023-03-24 11:57:44,Mantul
Ali Ali,1,2023-03-24 11:45:40,Al hamdulillah baik sih dapat limit cuman 100k Tapi ketika baca eh limit kalau tambah harus nya bulan ini belum di pakai aduh aduh PT iki
Oktin Kusmiati,2,2023-03-24 11:43:08,Tolong hapus biaya layanan. Kami kan sudah bayar ongkir segala macam. Pakai aplikasi juga makan kuota sendiri. Kenapa masih ada biaya layanan. Walau cuma seribu perak kalau kami seharian pakai berkali-kali ya jatuhnya makanan / barang yg dibeli jadi tambah mahal.
Ikkyy,5,2023-03-24 11:40:45,Good!!
fahroel bambang,2,2023-03-24 11:40:01,"Tolong, kalau mau kasi promo, tolong diratakan, jangan dibeda bedakan"
Dudung gunawan,5,2023-03-24 11:24:27,Sangat baik
Urwati Wusqorini,5,2023-03-24 11:14:10,Memudahkan sekali
Peter Nalle,5,2023-03-24 11:06:53,👍
RIZA Nurhidayat,5,2023-03-24 11:03:17,Gojek bener bener memuaskan tarifnya pun murah
Genggan21 Bosku,5,2023-03-24 11:01:20,Bagus
Yohanes Pratianto,5,2023-03-24 10:55:23,Good
Nayla Aprilia,5,2023-03-24 10:52:01,Baik bagus
Frits Keney,5,2023-03-24 10:42:54,"Sebelum ini saya tarik gojek part time selama 6 sampe 7 jam dapat orderan 7 sampe 8 trip. Tp sekarang dapat 1 orderan, dan itu hrs pake order searah. Bagaimana nih?"
