content,score
"Bisa daftar tapi tidak boleh menghapus akun, ini namanya pemaksaan, ini sudah melanggar undang undang.",1
Spinjam susah dibuka mana udah dtagih trs lagi,1
"Baru hampir setengah tahun pake aplikasi ini, membantu juga sihh menurut aku. Lebih sat set sat set , karna udah lama pakai aplikasi shopee, jadi pas pake aplikasi ini jadi terbiasa..",5
Bgus sgt praktis dan memudahkan sekali,5
Oii ganggu bet notif lu langsung ngarahin ke apk shopee nya orang lagi sibuk ngojol tiba2 ke Shopee HP jadi mati mau nepi dulu buka apk ojol lagi asem2 shopee update lagi lah ganggu,1
Blm bisa masuk,5
ok,5
ok,5
sangat berterima kasih atas di permudahkannya,5
Shopee pay mang the best lah pokok ny👍👍👍👍,5
Tes dulu,4
"saldo dari teman saya g masuk, padahal sudah benar",3
bagus,5
BAGUS BANGET,5
Aman belanja disini,5
OK,5
Aplikasinya sangat membantu sekali dalam usaha bisnis yang saya dirikan saat ini. Semoga ini menjadi ladang cuan buat usaha kecilnya kami ini.,5
"Sudah satu bulan aktif jualan di shopee partner tapi blm ada pembeli yg pesan satupun.parah nih aplikasi klo gak buat iklan gak bakalan laku jualan kita, satu Minggu lagi klo gak ada yang beli juga' auto tiga aplikasi dari shopee buang2 kuota dan bebanin ram hp saja",1
bagus untuk rakayt,5
Sangat membantu,5
Ss angkat baik,5
terima kasih banyak shopee,5
keren abis,5
Terima kasih Pelayanan nya,5
"Sangat membantu untuk bayar tagihan, transfer, beli paket data dll.",5
"TZ2BZJNXM 👈 jgn lp guys code revelanya pake yaa ini aplikasi sangat membantu,.... serius,....",5
Gak bisa transfer ke dana woi,1
👍👍,5
Bagus/ Baik,5
bagus sekali,5
Klaim 50 ribu nya,5
Bagus,5
Ok bgt dan tlg aktifkan kembali shopee pay saya TRIms,5
Saldo tiba2 ilang 64rb . Setelah chek riwayat transaksi ada pembayaran ke google play. Padahal ga ngerasa klik apapun buat transaksi dengan google play..,1
Banyak bonusnya sukses terus shopeepay,5
"Informasinya,,sangat membantu,,👍👍",5
"Sangat membantu,",5
"Yuk isi dengan kode di atas auto dpt koin 1jt jangan lupa download yaw, qpk nya oke bisa scan qr, mudah top up nya dan fitur2 nya oke semua",5
good aplikasi,5
ntaps,5
mantap,5
baik banget,1
"Kenapa spay later sya blm dpt di ajukan ya,selalu gagal",1
mantul good,5
Bagus,5
Aplikasi ga jelas kenapa ga 1 developer/pengembang transaksi jadi ribet,1
Memudahkan kita untuk bertransaksi dengan cepat,5
Ok,5
Goodluck shopee,5
good,4
KEREN,5
Good,5
mempermudah transaksi,5
baik,5
sangat bagus jgn lupa(5URWGSQEW) buat dapatkn bonus 10.000 ny gusy,5
"Penawaran pinjaman tetapi ketika di ajukan selalu blm memenuhi syarat,,kalau spt itu mending ndak usah di kasih notif terus²an kalau memang tidak memenuhi syarat,,",1
mantab,5
Bagus,5
Terus maju,5
Sangat bagus,5
manteb,5
mantap,5
"puassssss, dan mohon lebih ditingkatkan lagi biar tambah puassss",5
Yoo Seung ah mending libur panjang lebaran pasti akan menjaga kebersihan yang paling sempurna untuk menikmati makan malam pas alias tidak Mengerti Bahasamu ya gan,5
mudah,5
sangat menyenangkan,5
terbaik,5
NSA89MEUD Free 1 jt koin BILA ANDA BERUNTUNG dengan memasukkan referal diatas,5
Ok,3
good,5
mNtap,5
Mantaps Top markoTop....,4
Lebih Praktis dan efisienuntuk transaksi,5
mantap,5
BAGI YG BUTUH REFFEAL LUMAYAN DAPAT KOIN 10K ( MCCUGPBDG ),5
Sukses,5
"Ngapain kasih bintang banyak, 1 juga sudah cukup.. Kesel gwe tiap verifikasi wajah selalu saja gagal, eh giliran spayletter verifikasi wajah stabil/bisa, kurang ajar nih shopeepay",1
Aplikasi mantap 👍,5
oke,5
Good,5
mantaaaapp👍👍👍👍👍,5
Mudah dan nyaman pakai aplikasi ini.,5
Tolong di aktifkan lg limit pinjaman saya trimakasih,5
Mantap,5
Jaya selalu,5
Membantu,5
man tap,5
No coment,5
Memudahkan saya untuk berteransaksi,5
Shopeepay sangat menyenangkan dan membantu,5
Sangat membantu,5
keren,5
Nice,5
Ok,5
mantap jiwa,5
Bagus,5
Bintang...,5
Ok,5
Lebih mudah kirim uang dan byar,5
mantap,5
The best 🥰,5
aplikasi yang sempurna,5
mantap,5
Bagus,5
Mantab banget dah pokoknya aman banget,5
good,5
Yaaaaok,5
Mantap shopeePay,4
Ok,4
"mohon hapus data saya atas nama Riski Andirael,,,kalau tidak saya akan laporkan aplikasi ini",5
nice,5
👍,4
jos,5
bagus,5
Bagussss bngett,5
Main di bekukan pdhl pinjaman lunas,1
Ok,5
okeee mudah digunakan,5
Sangat membantu sekali jadi mudah semua urusan pakek shopeepay,5
Sangat membantu,5
maksi shoppe,5
🥰👍,5
bagus,5
Jadi lebih mudah,5
good,5
Semenjak ad Shopeepay pokonya ok bagi membantu dalam kebutuhan,5
sangat membantu,5
Ok,5
"Keren, simple dan mantap jiwa 👍",5
oke the best,5
top,4
Ok berguna untuk transaksi 👍,5
Mantaap!,5
Bagus,5
Mantap,5
Dengan shopee pay semua transaksi keuangan sangat mudah,5
the best,5
Jos,5
Mudah digunakan dan aman.,5
Terima kasih atas bantuan dan dukungan dari Shopee pay,5
Aplikasinya keren dan sangat membantu,5
Selalu memudahkan dan tidak kena charge jika trf ke bank mana aja dan juga nguntungin kasih poin,5
Bagus,5
Asiap,5
"Mudah,Cepat dan tepat",5
Mempermudah transaksi dimana aja,5
Mantap buanget,5
"Aplikasi ini baik mudah untuk pembayaran apa aja seperti pesanan dan lain lainnya,",5
"aplikasi keuangan keren, no delay.",5
baik,5
Sangat membantu sekali 👍,5
nice,5
"Kenapa saya tdk bisa mengaktifkan Spay, krn mau bayar pinjaman",1
simple aman dan mudah di gunakan..,5
Kenapa harus di pilih yang bayar pakai spaylater,5
Baguss aplikasianya,5
"Memuaskan, pernah dapat casback koin sampek 10.000 dapet potongan harga juga waktu beli pulsa atau paketan data",5
Mudah digunakan dan sangat membantu,5
bagus,5
"semoga sangatlah membatu dan bermanfaat, dan bunganya tidak memberatkan pengguna,, Terima kasih.",5
Bagus,5
ko di spjm itu lama ya cair Nya padahal lagi butuh bangett,3
mantap,5
"mantap, suka dengan Aplikasi ini,.. 👍👍👍 sukses terus",5
oke,5
terbaik,5
proses cepat,5
mantap,5
Mantappp sekali..membantu sangat,5
memudahkan pembayaran dn lain2,5
Belanja makin enak dan mudah,5
"belanja mudah, cepat tepat ,amann dan menyenangkan",5
"Saya kasi 4 bintang terlebih dahulu,karena apk ini ,saya sering belanja disini sudah lama saya pakai shopee,tapi mau Ngajukan paylater selalu gagal",4
Ok,5
Sangat bagus,5
Good,5
Gampang untuk pembayaran apapun,5
"Knapa shopepay q ngga bisa klaim shopepay gratis dari temen, layar nya selalu putih polos, knapa yah sarannnya dong 🥲",5
good,5
Knpa enggk bisa ninuam,3
"Aplikasi spay selalu memudahkan aku dalam melakukan segala macam transaksi, ada undangan (8XKGP4VGW) agar bonus koinny masuk, baik itu melakukan transfer Via bank, Top up ke sesama E-walet dan melakukan transaksi dengan QRIS.. Saya sudah menjadi pengguna tetap selama lebih dari awal, dan saya merasa sangat puas dengan adanya aplikasi ini, jarang sekali mengalami gagal transaksi , walaupun ada kendala tapi tak lama kemudian kembali berjalan normal seperti biasa..joss ganjoss aplikasi spay..",5
Saya tidak dapat mengajukan p kecewa banyak hal yang harus diperbaharui dari akun saya,5
Selalu puas dengan shopee,5
Pelayan baik amanah,5
Ok,5
Sangat membantu. Terutama memudahkan pembayaran digital,5
Good,5
Kode referral ny ilang anj,1
Mantap,5
Bagus bgt,5
Mantap sangat membantu,5
bermanfaat,5
"Aman ,mudah,terpecaya",5
Sangat praktis dan sangat membantu,5
sangat lancar,5
i like it,5
افيك,5
"Maaf aq kasih bintang 1 Kecewa padahal transaksi sllu on time g pernah telat,akhir2 ini transaksi selalu d bekukan ,sdah d bekukan k 5 kalinya,stelah bisa d coba ,langsung d bekukan lagi,tnya k cs lewat aplikasi shopee pay nya jawaban sellu sama,yg saya tanyakan kenapa pa da masaah dengan akun saya, kirain score belanja 800 bisa mudah untuk manfaatkan fitur,akir2 malah kena pembekuan 5 kali,",1
keren,5
pembayaran selalu gagal,1
ok,5
Baik,5
Blom d coba,5
well,5
Membantu sekali,5
Sangat mempermudah pembayaran,5
Ok,5
good,5
terbaik👍👍,5
ok,4
Sangat berguna,4
Bagus dan bisa di andalkan,5
good,5
Lumayan bisa membantu,4
oke pisan,5
is the best,5
good,5
Coba2 dulu,5
mantap,5
Sangat bagus sekali,5
"tambahin bonusnya ya min, susahnya kalau event,, terbatas dapatnya, prioritas yg akun gold dong,,",4
maantapp,5
Sangat membatu,5
Terbaik,5
sangat membantu dan saya merasa puas dg layanan shopeePay👍,5
nice,5
saya gak pernah telat bayar kenapa gak bisa ambil lagi duit ny ya,5
sangat bermanfaat banget,5
"Bagus,pembayaran gampang pake shopeepay",5
Goooooooooooood👍,5
emboh,4
Ok,5
good,5
Bagus,5
memudahkan pengguna,4
Banyak manfaatnya.,5
Sangat berguna,5
mantap,5
cepat dan akurat,5
jit,5
bagus sekali,5
Membantu banget membuat transaksi lebih gampang ga pake ribet..👍,5
good laaah,5
transaksi cepat dan terpercaya...,5
ok,5
Mntap,5
sangat membantu,5
Mantap,5
Walaupun blm pernah pakai tp puas banget karena saudara pakai shopeePay,5
sangat membantu.....makasih shopee...,5
lebih mantap,5
bagus,5
ok banget,5
banyak promo nya,5
"Aplikasi nya sangat membantu, tetapi untuk pembayaran lewat Qris memakai Spaylater seharusnya tidak ada batasan maksimalnya jadi biar bisa lebih mudah dalam melakukan pembayaran dengan nominal yang besar seperti apk² paylater lain nya yang tidak ada batasan maksimalnya dalam melakukan pembayaran.",5
handal terpercaya,5
ShopeePay sangat membantu,5
ok,5
sangat cocok,5
Kecewa saldo saya tidak bisa di gunakan padahal sudah top up,1
Mantap lah,4
membantu,5
Mantap,5
Masih dicoba...,5
dapet cashback 10rb recommended,5
Transfer uang tnpa biaya admin 👍,5
mohon ijin spayleter nya di ijinkan,5
mempermudah dalam pembayaran,5
Aplikasi berjalan dengan baik,5
"Saya suka,",4
Sangat membantu,5
Mantapp pokok nya,5
Pengajuan splater selalu gagal..,1
Baguslah,5
Tapi saya tidak dapat koin,5
🤲🤲,5
ok,5
Kebijakan semena mena,1
"Ga jeLas Lah,... Ajuin pertama kaLi gagaL, disuruh nunggu 1 buLn. SeLesai 1 buLan ajuin Lagi, gagaL Lagi disuruh ajuin 1 buLan, ga jeLas banget nih aplikasi, gue ajuin di akuLaku, cuma sekaLi Langsung acc.... Gue uninstaL ajaLah, nih shopeePay.....",1
"Aplikasi payah. Kalah jauh sama yg icon ijo. Icon ijo klo gagal topup karna di jam maintenance, maka saldo rekening tabungan tdk berkurang. Ini shopee, haduh kapppok, gagal topup di jam 11:30 malam, saldo rekening berkurang, sampe customer service ga bisa menyelesaikan. Akhirnya saya ke Bank, Alhamdulillah dah balik k rekening. Tapi ttp ya, uninstall dan gakan pake aplikasi shopeepay lagi. Cukup Shopee aja buat belanja2, nyari gratis ongkir dgn pembayaran transfer VA",1
Ok,5
Mantap,5
Kurangnya penjelasan brp cicilan spaylater ny perbln nih yg ada malah ditambah2 nominal cicilannya Juga buat spinjam suku bunga kemahalan bayar 2x lipat,1
sangat2 menbantu sekali transaksi sangatlah mudah,5
Ok,4
Good,5
kren,3
bagus,5
Lebih simple,5
"Sesuai,pas,mantap.....Oke.",5
"Aplikasi gk jelas, saya mau transfer tambah eror, nyesel saya masukin uang disini, udh lagi buru' buat bayar ke orang juga",1
ok,5
Belanja lebih mudah dan sering dapat diskon,5
semoga saling membantu dan membuat nasabah bettah🙏,4
sangat membantu ..aplikasi yng memudahkan buat transaksi,4
"luar biasa membantu, Senin 6 Januari 2025",5
terbaik,5
sangat membantu dan tidak ragu melakukan pembayaran,5
mudah untuk di gunakan is debest,5
Sat set jadi mudah download aplikasi nya shopeepay ini keren,5
"Untuk trx lebih simple. Karna langsung ada list rekening sebelumnya. Tidak seperti mobile banking atau walet serupa. Qris juga gampang. Dipermudah dengan dukungan biometrik/finger. Untuk bukti bayar dan token listrin bisa di share. Fitur fiturnya sangat bermanfaat, upgrade shopee plus juga super cepat dan praktis. Registrasi pakai kartu bikin rasa aman semakin meningkat. Warna desainnya elegan, dan transaksi jadi lebih cepat. Lanjutkan inovasinya, semoga jaya selalu",5
Semoga terus bagus dan bermanfaat,5
sangat membantu sekali🙏,5
Ok,5
Good,5
Sangat bagus,5
lelet,3
"Aku cuma mau bilang, Shopee the best. Terbaik pokok nya, segala produk seperti, Tabungan, Paylater, pinjaman, semua nya oke banget. Terima kasih atas kehadiran nya.",5
Semoga shopeePay .tetap yg terbaik .,5
bagus,4
Bgus,5
"Shopeepay digital, yah itulah namanya.. transaksi apa aja jadi mudah dan transfer kemanapun jadi lebih gampang . Bebas biaya adminnya. Keren banget pokoknya 👍🏻👍🏻👍🏻🤩🤩😍😍🥰 pertahankan terus",5
Boleh di coba,5
Manteb,5
sangat membantu,5
Josjis,5
Jozz,5
senan g menggunakan Telkomsel,5
Sangat membantu saat gajian masih lama,5
siip,5
Mantap,5
Lancar dan berkah,5
wow,5
Sangat baik,5
mantap,5
Bagus Banget sangat membantu buat sya,5
Mantap jos,5
👍,5
akun gw ke banned gak jelas mana ada saldonya,1
bagus,5
Baik,4
mantap,5
"Spylater Dibekukan. Padahal Saya Cicilan Lunas Semua🤣Apa Lagi Gk Pernah Telat Setoran, Udah 2tahun Spylater Saya Dibekukan.. Shoppy Suka Aneh.",1
"Mau upgrade shopee plus susah,, jadi siap2 jaga emosi aja",2
Sangat membantu,5
Siapa disini yang udah beneran dapat kalim 50.000 dengan instal aplikasi shopeepay,4
Kak knapa spaylaterku masih dibekukan iya,5
nice,5
Alhamdulillah transfer jadi mudah tanpa harus menggunakan aplikasi lainnya.,5
TOP BEST EMPLOYEE 👍🏻👍🏻,5
mantapp,5
sangat mudah sekali tidak ribet..pokoknya the best,5
Kerenn,5
good,5
Pelayanan sangat baik,5
membantu & mempermudah,5
❤,5
Saya puas Semoga Spaylater sya dpat cepat di aktivkn,4
sangat bagus dan mendukung,5
ok,5
good,5
Sangat membantu untuk mencari barang kebutuhan sehari hari,5
Lebih udah dan lebih baik,5
mantap,5
sangat puas,5
Praktis 👍,5
Jooos,5
mantapppp,5
Mempermudah,5
Bagus dan berguna,5
mantap,5
Sangat ber manpaat,5
bagus gak ribet,4
Mantaps jaya,5
aplikasi mantap,5
Mantap amanah,5
Seeeeppp,5
bagus,5
Memudahkan pembayaran,5
Ok,5
bikin gampang dan memperingan,5
baik,5
Pelayanan Cepat dan terpercaya,5
Bagus,5
Aplikasi parah...,2
"Sistemnya bagus cuma minusnya di pembayaran spaylater,,kalo bisa sistemnya sedikit dirombak ya biar kita bisa bayar per-item gak harus semua tagihannya sekaligus, walapun bayar per-item kan yang penting lunas sebelum jatuh tempo,,jadi mohon diindahkan lagi yaa🙏",5
"Sejauh ini bagus sih, tapi kendala Layar putih saat masuk ke menu spinjam... Ini mungkin yg harus di perhatikan atau mungkin bisa di perbaiki 🙏😊",5
praktis banget nggak perlu bawa uang kemana mana,5
😁😇🤗🙂,5
👍👍👍,5
terimakasih,5
Mantap lahh,5
bagus,2
Sangat membantu,5
Asip,4
Mempermudah dan Menguntungkan,5
Good,5
Semoga lancar,5
Tidak terasa 2013 sekarang 2025 semoga lebih Barokah... Ntar dapet dompress!!! Gk tau kapan yach...!!!!! Sen 6 jan 2025...,5
"Ini gimn sihh penipuan org blm bali jg kok dana saya di ambil saya gk mau tauu pokok nya danan saya kembaliin 29000 .. Lgii saya gk mau tauu org blm beli""jg kok langsung ambil aja dana saya maksdnya apa sihh kek gituu kecewa saya jdi nya...saya mohon Dana saya kembalikan lgi saya gk mah gini langsung di ambil aja dana saya tanpa di kasih tauu",1
Manteb,5
sangat membantu,5
Sangat memudahkan🌹🌹🌹🌹🌹🌹🌹,5
Baik,5
Sangat membantu dan simple,5
mantap,5
Top banget,5
keren,5
Mantul,5
Mantap,5
mudah dan cepat,5
Bagus,5
"Belanja lebih murah,dan ongkir terjangkau",5
Baik,5
bagus,1
"Aq mmng prnh pnjam tp sudah lunas smua. Akunku ku hapus. Sblm hapus pun aq konsul dulu ke cs. Tp, stlah d hapus dn buag baru. Malah g bs buat spinjam dn paylater lgi. Ktanya ktp sdh terdftr di akun lain. Usul lg k cs. Kendalanya. Spinjam/paylater bermasalah dn sdh pnya shopee mater. So. Ttp g ada solusi. Pdhal sdh lunas yah. Kcuali g lunas. Knp d persulit. Jka mmng tdk bs blng aja g bs. Cs blng bisa taunya ""tingkat kan lagi bla bla bla bla"" 3th bgtu terus. Pdhal blnja lancar jaya. G ada hutang.",1
Hanya saja daftar paylater gagal trus gak pernah di acc,5
Juara Terus shopeepay,5
Mantap,5
Good 👍🏼,5
ok,5
kemudahan pembayaran satset ga pake lama,5
Ok,5
apa shopee payleter bisa untuk bayar pakai QRIS,5
Dompet digital yang mudah digunakan,5
Tolong kenapa akun saya tidak bisa login,1
Mantabs,5
ternyata banyak manipulasi setelah transfer BRI ke pay 200rb kantor BRI mengklaim sukses lanjut ke pay penerima belum terkirim lanjut ke shope mengklaim sukses tanpa menunjukan data. jadi antara penerima dan shope ada permainan setelah penelusuran banyak terjadi antara kurir pengiriman penerima dan pegawai shope.,1
Sangat membatu,5
Mantapp,5
Gud job,5
aplikasi yang sangat membantu dalam membeli barang,5
App gak ribet tuk gunakan transaksi...,5
biasa,3
Baik bagus,4
yes king,5
Sanggat bermanfaat,5
mantap,5
okeeeeeeeeeee,5
"akun saya di notif muncul pembayaran sekitar 400rb . lalu saya lapor cs, minta bukti ada email atau google play riwayat pembelian tidak ada, namun setelah di cek tidak ada pembelian, dan semua bukti dikirim ke cs, 2x saya laporan ke cs, 2x laporan ditutup . dengan alasan pembelian yang berhasil tidak dikembalikan . jadi untuk case ini apakah punya solusi ?",1
mantap,5
Membantu sekali... banyak bonusan,5
Mudah mudahan cepat terkabul dan selalu baik-baik,5
"Spaylater limit kecil 750.000 gara2 keterlambatan aja dibekukan bertahuh tahun ampe limit score 800 pun ga dibuka buka, namanya ekonomi mikro terlambat mah biasa yg penting di bayar lunas berikut bunganya,jangan baperan dong min.... Kalo baper sp3 nih.... Hahahhaa",1
ok,5
sangat membantu,5
Sangat mudah dan membantu,5
mantap,5
Kerenn,3
bagus,5
Ok banget,5
ok aja,5
Transaksi lebih mudah,5
Good,5
"mudah , murah dan praktis",5
Sangat membantu,5
"Limit di bekukan, ga ada penjelasan",1
sangat membantu dalam pembelajaran,5
Dengan Shopeepay segalanya menjadi mudah....,5
Dengan shopeePay pembayaran perbelanjaan jadi lancar,5
Membantu sekali,5
Good,5
Ok,5
mantapbanget,5
ok,5
"Kenapa fitur spinjamnya hanya layar putih saja dari kemarin"" ?",4
good,5
ok,5
bagus,4
Ok,5
memuaskan,5
ok,4
sangat memuaskan,5
Mantap,5
baik,5
"jelek ga bisa daftar, sdh ada data di shopee paylater malah daftarin shopee pay ga bisa, daftar pake no lain juga ga bisa",1
ok,5
Uup,1
Aman cepat terpecaya,5
ACC pay later ku,5
mantap tidak ribet,5
Joz,5
Mantap,5
Coba dllu,5
"Transfer aja di bikin ribet,kalo pelayanan seperti ini mending uninstal..loll",2
Aktifasi spylater shoopy,5
Good,5
Bagus,5
Ok,5
Pay later sayang nggak bisa,5
nggak banget deh,1
Topp,5
apk ny mntap,5
sayasuka,4
mantap,3
mantap,5
Semoga bermanfaat dan tambah jaya,5
sangat membantu,5
is the best,5
"Selama penggunaan aman dan terpercaya,,tidak ragu lagi dlm trx",5
Yes membantu,5
Limit ada telak gk pernah beli pulsa ajh gk bsa pake paylater,4
Semoga amanah,5
Sangat membantu,5
Top,5
bagus sekali,5
ok,5
Sangat membantu bisa beli barang apapun yg kita suka dengan shopee pinjam,5
Sangat bagus,5
cobak,5
Lebih mudah untuk bertransaksi,5
Sipinjam saya di bekukan padahal saya belum pernah meminjam. Cuma gara gara telat 2 hari bayar splater. Tlong Hapus aja data saya . Sudah 8 bulan masih aja di bekukan,1
keren Shopeepay,5
Puas banget,5
Sulit pengajuan pinjaman,5
sangat membantu,5
Ok,5
Sangat mudah digunakan,5
mudah,5
bagus,5
Aplikasi cepat proses pengajuanya,5
Moga termudahkan....👍,4
Jd mudah,5
okey,4
apk sangat bagus sangat membantu,5
Ok,5
top,5
Semoga bergunaa,5
Apk 👍👍,5
mantap,5
Dc nya busuk.. belnja beda tgl tagihan numpuk jd 1 bulan semua.. Telat beberapa hari aja ditelpon sampai berkali2.. itupun cuma ga lebih dari 300 rb. Saya ingatkan buat kawan2.. lebih baik jauhi shopePay.. Belanja ditoko bayar cash lebih baik..,1
terbaik,5
oke siam menerima bonus yang sangat penting untuk selalu mengatakan bahwa ia tidak akan pernah bisa lepas dari pengaruh orang lain,1
Memudahkan dalam berbelanja,5
good,5
Praktis dan sangat membantu tingkatkan terus,5
Sangat terbukti kualitas ya..dan praktis,5
